,ingredient,chemComp
221,sesame,"1-Popc|coumarin|Methyl Benzoate|Vanillic acid|3-Hexanone|Geraniol|alpha-Maltose|2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone|Phlorizin|methanethiol|daidzein|benzaldehyde|benzyl alcohol|2-Methylpyrazine|alpha-L-Sorbopyranose|DL-Liquiritigenin|2-Acetylpyrrole|2-Phenyl-2-Butenal|2,5-Diethyl-3-Methylpyrazine|phloretin|Hexanal|Linamarin|2-Methyl-1-Butanol|1-octanol|Heptanoic Acid|guaiacol|salicylic acid|vanillin|(Z)-cinnamyl alcohol|cinnamyl alcohol|2,3,5-Trimethylpyrazine|Ethyl Vinyl Ketone|hydrogen peroxide|Isoeugenol|betaine|Phenethyl acetate|Phenylacetic Acid|cis-3-Hexenal|cinnamaldehyde|Pentanal|Sinapic Acid|Cyclopentanone|2-Isopropyl-5-methylcyclohexanone|1-Octen-3-Ol|2-Phenylethanol|(+)-Neomenthol|succinic acid|NSC5112|Nonanal|apigenin|phenylacetaldehyde|trans-2-Hexen-1-Ol|octanoic acid|5-Methylfurfural|thiamine|3-Phenylpropanoic acid|3-Methyl-1-butanol|Propionaldehyde|2-(4-Hydroxyphenyl)ethanol|Acrolein|(+)-delta-Cadinene|indole|Tributyrin|calcium lactate|2,3-butanedione|2-Methoxy-4-vinylphenol|isoliquiritigenin|Cinnamic Acid|Farnesal|3,4-Dihydroxybenzaldehyde|propionic acid|3-Methylbutanal|farnesol|Daidzin|2-Methylbutyraldehyde|Furfuryl mercaptan|3-methylthiopropanol|Citral|Isopropenylpyrazine|Methyl jasmonate|3,4-Dihydroxybenzoic Acid|nicotine|kaempferol|1-Hexanol|3-Heptanone|CID 644104|Taxifolin|D-mannitol|indole-3-acetic acid|1-Pyrroline|5,6,7,8-Tetrahydroquinoxaline|Menthone|Geranyl Acetate|1,2-propanediol|cis-3-Hexenyl acetate|Furfuryl Alcohol|Acetylpyrazine|phenol|Allyl Alcohol|23747-48-0|(2E,4E)-Octa-2,4-dienal|2,3-Diethyl-5-Methylpyrazine|naringenin|Isobutyraldehyde|4-Ethyl-2-methoxyphenol|6-Methyl-5-Hepten-2-One|4-Methyl-2-pentanone|5-Methyl-2-phenyl-2-hexenal|3-(Methylthio)propionaldehyde|Octanal|Thiamine Hydrochloride|hydrogen cyanide|Benzyl Benzoate|trans-3-Hexen-1-ol|Ethyl Acetate|4-Hexen-3-One|Neral|2-Acetylfuran|3-Methyl-2-butenal|3-Pentanone|2-Pentylfuran|Heptanal|acetone|2-Butanone|trans-2-Nonenal|D-Lactic acid|4-hydroxybenzaldehyde|luteolin|4-methyl-2-phenylpent-2-enal|p-coumaric acid"
222,oil,2-Furaldehyde|2-Undecanone|Pentanal|6-Methyl-5-Hepten-2-One|4-Vinylphenol|2-Tridecanone|cis-3-Hexenyl formate|Hexanal|Ethyl Stearate|Damascenone|Octanal|1-octanol|Ethyl Formate|Nonanal|Hexyl formate|Heptanoic Acid|guaiacol|cis-3-Hexenyl acetate|Furfuryl Alcohol|2-Nonanone|vanillin|phenylacetaldehyde|Benzyl Benzoate|2-Methoxy-4-vinylphenol|Octan-2-one|Nerolidol|methyl salicylate|lauric acid|Hexanoic Acid|octanoic acid|2-Methylbutanoic acid|Beta-Ionone|Ethyl Heptanoate|Isovaleric Acid|3-Methyl-1-butanol|Decanal|(Z)-Hex-3-en-1-ol|Ethyl Palmitate|alpha-TERPINEOL|Ethyl Nonanoate|Nonanoic Acid|1125-21-9|Hexyl acetate|Isopentyl isobutyrate|Ethyl caproate|Ethyl tetradecanoate
223,tahini,
224,dal,2-Furaldehyde|4-Vinylphenol
225,mint,"Octan-2-ol|coumarin|L-Menthyl acetate|Methyl Benzoate|d-Piperitone|AC1L9CNW|3-Hexanone|Isoamyl Isovalerate|Alpha-Methylcinnamaldehyde|Geraniol|alpha-Maltose|2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone|Phlorizin|Terpinolene|Tiglic aldehyde|methanethiol|daidzein|benzaldehyde|benzyl alcohol|alpha-L-Sorbopyranose|DL-Liquiritigenin|(-)-Mintlactone|phloretin|Sabinene|Beta-Caryophyllene|Hexanal|Linamarin|2-Methyl-1-Butanol|salicylic acid|CID 9989713|Aromadendrene|vanillin|(Z)-cinnamyl alcohol|(-)-alpha-Terpineol|Beta-Pinene|cinnamyl alcohol|1-Phenylethyl propionate|Ethyl Vinyl Ketone|hydrogen peroxide|Nerolidol|7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene|Menthofuran|Isoeugenol|(+)-alpha-Terpineol|betaine|Phenethyl acetate|Pulegone|Eucalyptol|Phenylacetic Acid|cis-3-Hexenal|cinnamaldehyde|Sinapic Acid|Cyclopentanone|2-Isopropyl-5-methylcyclohexanone|1-Octen-3-Ol|2-Phenylethanol|(+)-Neomenthol|succinic acid|NSC5112|apigenin|phenylacetaldehyde|trans-2-Hexen-1-Ol|cis-Jasmone|2,5-Diethyltetrahydrofuran|3-Methyl-1-butanol|3-Phenylpropanoic acid|Propionaldehyde|Dihydrocarveol|Myrtenal|beta-Cubebene|Benzyl isobutyrate|2-(4-Hydroxyphenyl)ethanol|Acrolein|(+)-delta-Cadinene|Phenethyl 2-methylbutyrate|indole|Tributyrin|2-Methylfuran|calcium lactate|2,3-butanedione|isoliquiritigenin|Cinnamic Acid|Farnesal|3,4-Dihydroxybenzaldehyde|Piperitenone|3-Methylbutanal|farnesol|Daidzin|(2E,4E)-deca-2,4-dienal|2-Methylbutyraldehyde|3-methylthiopropanol|Piperitone|Isopulegol|Citral|3-Octanol|Methyl Acetate|Methyl jasmonate|3,4-Dihydroxybenzoic Acid|nicotine|Camphene|kaempferol|1-Hexanol|Beta-Elemene|Dipentene|(1aR,4S,4aS,7R,7aS)-1,1,4,7-tetramethyl-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulen-4-ol|Hexyl isovalerate|P-Menth-1-en-9-yl acetate|CID 644104|Taxifolin|D-mannitol|Gamma-Terpinene|indole-3-acetic acid|Carvone|(Z)-Beta-Ocimene|Linalyl Acetate|1-Pyrroline|Menthone|Elemol|Geranyl Acetate|cis-3-Hexenyl acetate|acetaldehyde|CID 21159022|Alpha-Phellandrene|Allyl Alcohol|beta-Cyclocitral|dimethyl sulfide|l-Menthol|naringenin|Isobutyraldehyde|Phenethyl butyrate|P-Cymene|6-Methyl-5-Hepten-2-One|3-(Methylthio)propionaldehyde|Octanal|beta-Eudesmol|2-(4-methylphenyl)propan-2-ol|hydrogen cyanide|Benzyl Benzoate|Piperitenone oxide|trans-3-Hexen-1-ol|Ethyl Acetate|4-Hexen-3-One|Neral|(-)-Limonene|2-Furaldehyde|3-Methyl-2-butenal|3-Pentanone|(4R,4aR)-1,1,4,7-tetramethyl-1a,2,3,4,4a,5,6,7b-octahydrocyclopropa[e]azulene|Myrcene|Heptanal|Alpha-Pinene|acetone|2-Butanone|3-Decanol|beta-cis-farnesene|D-Lactic acid|4-hydroxybenzaldehyde|luteolin|p-coumaric acid|(+)-Isomenthone|Linalool|Nonanoic Acid"
226,pico de gallo,
227,bisi bele bath,
228,salt,thiamine|Thiamine Hydrochloride|CID 644104|Heptanoic Acid
229,olive oil,
230,horseradish,"coumarin|Daidzin|Butyl isothiocyanate|Glucobrassicin|2-Methylbutyraldehyde|3-methylthiopropanol|Methyl Benzoate|Citral|Vanillic acid|Phenethyl isothiocyanate|3-Hexanone|Hexyl isothiocyanate|Geraniol|alpha-Maltose|2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone|Phlorizin|Methyl jasmonate|Methyl Isothiocyanate|3,4-Dihydroxybenzoic Acid|nicotine|kaempferol|L-Rhamnose|methanethiol|daidzein|benzaldehyde|Dipentene|benzyl alcohol|alpha-L-Sorbopyranose|DL-Liquiritigenin|3-Butenyl isothiocyanate|CID 644104|Taxifolin|D-mannitol|indole-3-acetic acid|4-Pentenyl isothiocyanate|Isoquercitrin|phloretin|1-Pyrroline|3-(Methylthio)propyl isothiocyanate|Menthone|Hexanal|Geranyl Acetate|Linamarin|2-Methyl-1-Butanol|cis-3-Hexenyl acetate|Heptanoic Acid|salicylic acid|vanillin|6-isothiocyanatohex-1-ene|Ethyl isothiocyanate|Isopropyl isothiocyanate|(Z)-cinnamyl alcohol|cinnamyl alcohol|Ethyl Vinyl Ketone|Allyl Alcohol|hydrogen peroxide|Isoeugenol|betaine|1-Isothiocyanato-6-(methylthio)hexane|Phenethyl acetate|Phenylacetic Acid|Isobutyraldehyde|naringenin|cis-3-Hexenal|cinnamaldehyde|Berteroin|Sinapic Acid|6-Methyl-5-Hepten-2-One|Cyclopentanone|2-Isopropyl-5-methylcyclohexanone|quercetin|3-(Methylthio)propionaldehyde|2-Phenylethanol|(+)-Neomenthol|Allyl Isothiocyanate|succinic acid|Octanal|NSC5112|Thiamine Hydrochloride|apigenin|phenylacetaldehyde|hydrogen cyanide|Benzyl Benzoate|trans-2-Hexen-1-Ol|Diallyl Sulfide|trans-3-Hexen-1-ol|thiamine|3-Phenylpropanoic acid|Ethyl Acetate|3-Methyl-1-butanol|Propionaldehyde|4-Hexen-3-One|Neral|3-Methyl-2-butenal|benzyl isothiocyanate|3-Pentanone|2-(4-Hydroxyphenyl)ethanol|Acrolein|(+)-delta-Cadinene|indole|Tributyrin|Sinigrin|Heptanal|calcium lactate|acetone|2-Butanone|2,3-butanedione|D-Lactic acid|isoliquiritigenin|4-hydroxybenzaldehyde|Cinnamic Acid|Farnesal|luteolin|3,4-Dihydroxybenzaldehyde|(2R)-2-isothiocyanatobutane|p-coumaric acid|3-Methylbutanal|farnesol"
231,lemon,"Octyl acetate|2-Isopropyl-5-methylcyclohexanone|Undecanoic Acid|d-Piperitone|palmitic acid|2,6-Dimethyl-5-heptenal|Citronellyl acetate|p-Menthan-2-ol|(Z)-8-Tetradecenal|guaiacol|2-Nonanone|Methyl jasmonate|Perillyl acetate|2-(4-methylphenyl)propan-2-ol|Geranyl propionate|Citronellal|Dodecanal|3-Nonanone|cinnamyl alcohol|Valencene|4-isopropylbenzaldehyde|octanoic acid|Beta-Ionone|D-Camphor|1-Octen-3-yl butyrate|Neryl acetate|l-Menthol|Dodecyl Acetate|Borneol|3-Decanone|Linalyl propionate|3,7-Dimethyl-1-octanol|3-Carene|1-Terpineol|16491-36-4|P-Cymene"
232,lasagne,
233,strawberry,"Isoamyl butyrate|Hexyl Hexanoate|coumarin|Isopentyl hexanoate|Daidzin|2-Methylbutyl Acetate|Delta-Decalactone|Isopropyl Hexanoate|Styrene|(2E,4E)-deca-2,4-dienal|2-Methylbutyraldehyde|3-methylthiopropanol|Methyl Benzoate|trans-2-Hexenyl butyrate|Citral|Octyl butyrate|Vanillic acid|formic acid|1-Methylnaphthalene|palmitic acid|3-Hexanone|Geraniol|Ethyl Formate|Isobutyric Acid|Hexyl formate|3-Octanol|Hexyl Butyrate|alpha-Maltose|Methyl Acetate|2-Nonanone|Methyl 4-methylvalerate|2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone|Phlorizin|gamma-Dodecalactone|Methyl jasmonate|Isopentyl formate|3,4-Dihydroxybenzoic Acid|butyric acid|nicotine|4-Methylpentanoic Acid|(-)-Epigallocatechin|Ethyl 2-methylbutyrate|kaempferol|methanethiol|Propyl acetate|Octan-2-one|1-Hexanol|daidzein|benzaldehyde|benzyl alcohol|hydrogen sulfide|Isovaleric Acid|alpha-L-Sorbopyranose|Ethyl tiglate|4077-47-8|DL-Liquiritigenin|Ethyl Isovalerate|CID 644104|Taxifolin|Methyl propenyl ketone|3-Hexenal|alpha-TERPINEOL|2-Pentanone|D-mannitol|3-Phenylpropanal|indole-3-acetic acid|16491-36-4|Methyl 3-hydroxyhexanoate|Ethyl caproate|2-Pentyl butyrate|Isoquercitrin|phloretin|Ethyl 3-hydroxyhexanoate|2-Methyl-2-Pentenoic Acid|1-Pyrroline|Methyl Anthranilate|ethyl acetoacetate|gamma-Decalactone|Methyl Isobutyrate|Methyl cinnamate|Menthone|gamma-Heptalactone|benzoic acid|Ethyl Butyrate|cis-Cinnamic acid|resveratrol|Isopropyl Acetate|Hexanal|Butyl 2-methylbutyrate|Geranyl Acetate|Linamarin|2-Methyl-1-Butanol|cis-3-Hexenyl acetate|Heptanoic Acid|salicylic acid|Methyl Linolenate|Tetradecanoic acid|Butyl Formate|acetaldehyde|Methyl Nicotinate|Butyl butyrate|Dimethyl disulfide|Alpha-Phellandrene|Hexyl 2-methylbutanoate|2-Heptyl butanoate|trans-2-Hexenyl acetate|vanillin|Methyl Dodecanoate|(Z)-cinnamyl alcohol|Amyl octanoate|Decyl butyrate|cinnamyl alcohol|Ethyl Vinyl Ketone|Allyl Alcohol|Cianidanol|Methyl Valerate|Ethyl Crotonate|Nerolidol|hydrogen peroxide|S-Methyl thioacetate|Methyl octanoate|Hexanoic Acid|2-Methyl-3-pentenoic acid|Isoeugenol|Pentyl Hexanoate|Isobutyl Acetate|Ethyl Heptanoate|betaine|Decanal|Phenethyl acetate|Isopentyl octanoate|3-Methylbutanal|Phenylacetic Acid|Isobutyraldehyde|naringenin|Methyl tetradecanoate|cis-3-Hexenal|cinnamaldehyde|(-)-Epicatechin|Phenethyl butyrate|trans-2-Hexenal|2-Pentanol|Sinapic Acid|6-Methyl-5-Hepten-2-One|Cyclopentanone|Methyl Propionate|2-Isopropyl-5-methylcyclohexanone|2-Pentyl Acetate|4-Vinylphenol|(-)-Epigallocatechin gallate|Methyl butyrate|Isobutyl isobutyrate|Acetal|(-)-Epicatechin gallate|quercetin|3-(Methylthio)propionaldehyde|2-Phenylethanol|(+)-Neomenthol|succinic acid|1,1-Dimethoxyethane|Octanal|NSC5112|Thiamine Hydrochloride|2-Ethylhexan-1-ol|Ethyl 5-hexenoate|apigenin|Butyl propionate|Octyl propionate|phenylacetaldehyde|hydrogen cyanide|Benzyl Benzoate|Methyl isovalerate|trans-2-Hexen-1-Ol|Methyl 2-methylbutyrate|2-Nonanol|lauric acid|octanoic acid|trans-3-Hexen-1-ol|thiamine|Methyl Heptanoate|2-Pentadecanone|3-Phenylpropanoic acid|3-Methyl-1-butanol|Ethyl Acetate|Benzyl Propionate|Ethyl Isobutyrate|Isopropyl butyrate|Propionaldehyde|4-Hexen-3-One|5-Methylhexanoic Acid|3-Methylbutyl 2-methylbutanoate|morin|1-Phenylethyl isobutyrate|2-Undecanol|Neral|Hexyl acetate|3658-77-3|butyraldehyde|S-Methyl thiobutyrate|Decanoic acid|Gallocatechin|cis-Carvyl acetate|Ethyl hex-2-enoate|Octyl 2-methylbutyrate|Pentyl formate|Delta-Dodecalactone|3-Methyl-2-butenal|3-Pentanone|1-propanol|2-(4-Hydroxyphenyl)ethanol|4166-20-5|trans-2-Octenal|Acrolein|(+)-delta-Cadinene|Decyl Acetate|(E)-2-Hexenyl hexanoate|trans-2-Pentenal|indole|2,4-Hexadienal|Methyl Hexanoate|Tributyrin|Heptanal|Alpha-Pinene|acetone|Ethyl pentanoate|calcium lactate|Isobutyl butyrate|Myrtenol|2,3-butanedione|2-Butanone|Isopropyl 2-methylbutyrate|2-Methoxy-4-vinylphenol|Methyl Phenylacetate|D-Lactic acid|isoliquiritigenin|Ethyl Propionate|4-hydroxybenzaldehyde|Cinnamic Acid|Farnesal|luteolin|delta-Octanolactone|Valeric acid|3-Methyl-2-Butanol|2-Methylbutanoic acid|3-Methyl-1-Pentanol|Ethyl Cinnamate|(E)-Hept-2-enal|3,4-Dihydroxybenzaldehyde|p-coumaric acid|1-Penten-3-Ol|Hexyl octanoate|delta-Hexalactone|Isoamyl nonanoate|Nonanoic Acid|nerol|3-Phenylpropan-1-ol|farnesol"
234,kofta,
235,upma,
236,barbeque,
237,custard,"Isoamyl butyrate|coumarin|Isopentyl hexanoate|Thymol|Methyl Benzoate|3-Hexanone|Isoamyl Isovalerate|Geraniol|Ethyl 3-methylpentanoate|alpha-Maltose|2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone|Phlorizin|(-)-Epigallocatechin|methanethiol|daidzein|benzaldehyde|benzyl alcohol|alpha-L-Sorbopyranose|DL-Liquiritigenin|phloretin|DL-Tartaric acid|Methyl Isobutyrate|Beta-Caryophyllene|Hexanal|Linamarin|2-Methyl-1-Butanol|Benzophenone|Heptanoic Acid|salicylic acid|vanillin|(Z)-cinnamyl alcohol|Beta-Pinene|cinnamyl alcohol|Ethyl Vinyl Ketone|hydrogen peroxide|Methyl octanoate|Isoeugenol|betaine|Phenethyl acetate|Phenylacetic Acid|cis-3-Hexenal|cinnamaldehyde|4'-Methylacetophenone|(-)-Epicatechin|Sinapic Acid|Cyclopentanone|Methyl Propionate|2-Isopropyl-5-methylcyclohexanone|(-)-Epigallocatechin gallate|Benzyl butyrate|Methyl butyrate|Tetradecanal|(-)-Epicatechin gallate|Hexyl isobutyrate|2-Phenylethanol|cis-3-Hexenyl isovalerate|Ocimene|(+)-Neomenthol|succinic acid|NSC5112|apigenin|phenylacetaldehyde|trans-2-Hexen-1-Ol|Methyl 2-methylbutyrate|Campholenic aldehyde|lauric acid|octanoic acid|D-Camphor|thiamine|3-Methyl-1-butanol|3-Phenylpropanoic acid|Propionaldehyde|Isopentyl isobutyrate|(RS)-norcoclaurinium|Benzyl isobutyrate|2-(4-Hydroxyphenyl)ethanol|lactic acid|Acrolein|(+)-delta-Cadinene|indole|Tributyrin|calcium lactate|Isobutyl butyrate|Isoamyl Acetate|2,3-butanedione|Dodecanal|isoliquiritigenin|Cinnamic Acid|Farnesal|3,4-Dihydroxybenzaldehyde|Linalyl propionate|nerol|3-Methylbutanal|farnesol|Hexyl Hexanoate|Daidzin|2-Methylbutyraldehyde|3-methylthiopropanol|6753-98-6|trans-2-Hexenyl butyrate|Citral|Isopentyl benzoate|2-Nonanone|Methyl jasmonate|3,4-Dihydroxybenzoic Acid|nicotine|alpha-Farnesene|1,4-Dimethoxybenzene|kaempferol|Dipentene|Isovaleric Acid|Hexyl isovalerate|Borneol|CID 644104|1-Nonanol|Taxifolin|D-mannitol|indole-3-acetic acid|2-Butenoic acid, hexyl ester|Propiophenone|1-Pyrroline|Menthone|Geranyl Acetate|cis-3-Hexenyl acetate|Hexyl 2-methylbutanoate|Propyl butyrate|Allyl Alcohol|Cianidanol|naringenin|Isobutyraldehyde|2-Methylpentanoic acid|Benzyl isovalerate|6-Methyl-5-Hepten-2-One|2-Methyltetrahydrofuran-3-One|Isobornyl acetate|3-(Methylthio)propionaldehyde|Isoamyl propionate|Octanal|Thiamine Hydrochloride|Ethyl Levulinate|hydrogen cyanide|Benzyl Benzoate|Methyl isovalerate|Theaspirane|trans-3-Hexen-1-ol|Ethyl Acetate|4-Hexen-3-One|Neral|Gallocatechin|Linaloyl oxide|Ethyl 2-octenoate|3-Methyl-2-butenal|3-Pentanone|Methyl Hexanoate|Heptanal|Alpha-Pinene|acetone|2-Butanone|D-Lactic acid|4-hydroxybenzaldehyde|luteolin|Ocimene quintoxide|gamma-Nonanolactone|p-coumaric acid|Linalool|Nonanoic Acid"
238,erythritol,
239,lemongrass,
240,tapioca,thiamine|CID 644104
241,corn starch,
242,latke,
243,papad,
244,monterey,
245,cumin,"coumarin|Thymol|Methyl Benzoate|Vanillic acid|AC1L9CNW|3-Hexanone|Methyl cis-cinnamate|Geraniol|alpha-Maltose|2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone|Phlorizin|Terpinolene|methanethiol|daidzein|benzaldehyde|benzyl alcohol|WLN: R1U1VO1R|alpha-L-Sorbopyranose|DL-Liquiritigenin|alpha-TERPINEOL|1,3-p-Menthadien-7-al|3-Carene|phloretin|Sabinene|Beta-Caryophyllene|Hexanal|Linamarin|2-Methyl-1-Butanol|Dillapiole|salicylic acid|vanillin|(Z)-cinnamyl alcohol|Beta-Pinene|cinnamyl alcohol|Ethyl Vinyl Ketone|hydrogen peroxide|Carveol|Isoeugenol|(+)-alpha-Terpineol|betaine|Piperitol|Phenethyl acetate|Eucalyptol|Phenylacetic Acid|cis-3-Hexenal|cinnamaldehyde|Sinapic Acid|Cyclopentanone|2-Isopropyl-5-methylcyclohexanone|2-Phenylethanol|Terpinen-4-ol|(+)-Neomenthol|succinic acid|NSC5112|3-Thujene|apigenin|phenylacetaldehyde|trans-2-Hexen-1-Ol|carnosol|thiamine|3-Phenylpropanoic acid|3-Methyl-1-butanol|Propionaldehyde|Myrtenal|Perillaldehyde|(-)-Linalool|2-(4-Hydroxyphenyl)ethanol|Acrolein|(+)-delta-Cadinene|4-Isopropylphenol|indole|Tributyrin|calcium lactate|Myrtenol|2,3-butanedione|isoliquiritigenin|Crypton|Cinnamic Acid|Farnesal|Bornyl Acetate|(E)-.beta.-Farnesene|Acetyleugenol|3,4-Dihydroxybenzaldehyde|Caryophyllene|3-Methylbutanal|farnesol|Daidzin|2-Methylbutyraldehyde|3-methylthiopropanol|Piperitone|Citral|CHEBI:49249|Methyl jasmonate|3,4-Dihydroxybenzoic Acid|nicotine|Camphene|kaempferol|Beta-Elemene|Dipentene|CID 644104|Taxifolin|D-mannitol|Gamma-Terpinene|indole-3-acetic acid|56424-87-4|1-Pyrroline|Menthone|Geranyl Acetate|cis-3-Hexenyl acetate|acetaldehyde|Alpha-Phellandrene|Allyl Alcohol|Cianidanol|Beta-Phellandrene|Alpha-Terpinene|naringenin|Isobutyraldehyde|Estragole|P-Cymene|6-Methyl-5-Hepten-2-One|quercetin|3-(Methylthio)propionaldehyde|Octanal|hydrogen cyanide|Benzyl Benzoate|trans-3-Hexen-1-ol|trans-Anethole|4-Methoxybenzaldehyde|Ethyl Acetate|4-Hexen-3-One|Sabinene hydrate|Neral|3-Methyl-2-butenal|3-Pentanone|Myrcene|Heptanal|Alpha-Pinene|acetone|2-Butanone|beta-cis-farnesene|D-Lactic acid|4-hydroxybenzaldehyde|gingerol|luteolin|4-isopropylbenzaldehyde|4-isopropylbenzyl alcohol|p-coumaric acid|Linalool|Carvacrol"
246,mascarpone,
247,milkshake,thiamine|CID 644104|betaine|Heptanoic Acid
248,curry,"Isobornyl acetate|D-Limonene|Terpinen-4-ol|Juniper camphor|3242-08-8|Myrcene|Alpha-Phellandrene|(-)-gamma-cadinene|Camphene|naphthalene|alpha-Cadinol|Beta-Elemene|Dipentene|Alpha-Terpinene|M-Cymene|Allyldimethylsilane|Neryl propionate|1,3-Diphenyl-1-butanone|Eucalyptol|Piperitol|Sabinene hydrate|Phytol|Linalool|Humulene|3-Carene|Gamma-Terpinene|Beta-Selinene|Nerolidyl acetate|Alpha-Terpinyl Acetate|(-)-Limonene"
249,snack,Thiamine Hydrochloride|CID 644104|Heptanoic Acid|thiamine|betaine
250,chaat,
251,spring onion,"coumarin|Daidzin|2-Methylbutyraldehyde|3-methylthiopropanol|Methyl Benzoate|Citral|3-Hexanone|Geraniol|alpha-Maltose|2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone|Phlorizin|Methyl jasmonate|3,4-Dihydroxybenzoic Acid|nicotine|kaempferol|methanethiol|daidzein|benzaldehyde|benzyl alcohol|alpha-L-Sorbopyranose|DL-Liquiritigenin|CID 644104|Taxifolin|D-mannitol|indole-3-acetic acid|phloretin|1-Pyrroline|Menthone|Hexanal|Geranyl Acetate|Linamarin|2-Methyl-1-Butanol|cis-3-Hexenyl acetate|salicylic acid|vanillin|(Z)-cinnamyl alcohol|cinnamyl alcohol|Ethyl Vinyl Ketone|Allyl Alcohol|hydrogen peroxide|Isoeugenol|betaine|Phenethyl acetate|Phenylacetic Acid|Isobutyraldehyde|naringenin|cis-3-Hexenal|cinnamaldehyde|Sinapic Acid|6-Methyl-5-Hepten-2-One|Cyclopentanone|2-Isopropyl-5-methylcyclohexanone|quercetin|3-(Methylthio)propionaldehyde|2-Phenylethanol|(+)-Neomenthol|succinic acid|Octanal|NSC5112|apigenin|phenylacetaldehyde|hydrogen cyanide|Benzyl Benzoate|trans-2-Hexen-1-Ol|trans-3-Hexen-1-ol|thiamine|3-Phenylpropanoic acid|Ethyl Acetate|3-Methyl-1-butanol|Propionaldehyde|4-Hexen-3-One|Neral|3-Methyl-2-butenal|3-Pentanone|2-(4-Hydroxyphenyl)ethanol|Acrolein|(+)-delta-Cadinene|indole|Tributyrin|Heptanal|calcium lactate|acetone|2-Butanone|2,3-butanedione|D-Lactic acid|isoliquiritigenin|4-hydroxybenzaldehyde|Cinnamic Acid|Farnesal|luteolin|3,4-Dihydroxybenzaldehyde|p-coumaric acid|3-Methylbutanal|farnesol"
